15 1
15 2
15 21
15 30
15 33
16 1
16 2
17 2
17 10
18 1
18 2
18 14
19 1
20 1
21 1
21 2
21 4
21 6
22 1
22 2
22 6
22 8
22 10
22 11
23 2
23 6
24 1
24 8
25 1
25 2
26 1
26 2
26 6
26 10
28 21
28 26
29 1
29 2
29 4
29 9
30 1
30 2
31 1
31 6
31 7
32 1
32 2
32 6
32 8
32 10
32 13
33 1
33 6
34 1
34 2
35 1
35 2
35 4
35 5
35 6
36 1
36 2
37 1
37 6
38 1
38 2
39 30
39 35
40 1
41 1
41 2
42 1
43 1
43 2
43 6
44 2
44 21
44 22
44 30
44 33
45 1
45 2
45 4
45 6
45 7
45 8
45 11
46 1
46 2
46 6
46 8
47 2
47 6
47 10
47 11
48 1
48 2
48 3
48 33
49 3
49 18
49 22
49 27
49 29
49 30
49 33
49 34
49 35
49 38
49 43
