26 1
26 35
27 1
27 2
27 4
27 24
27 35
27 45
28 2
28 3
28 4
28 9
28 11
28 21
29 1
29 3
30 2
30 4
30 8
30 10
30 11
30 17
30 22
30 23
30 24
31 2
31 3
31 4
31 9
31 17
31 22
31 23
32 3
33 3
34 2
34 3
34 4
34 23
35 2
35 3
35 4
35 5
35 6
35 7
35 14
35 15
35 16
35 17
35 22
35 24
36 3
36 4
37 2
37 7
37 23
37 24
38 2
38 4
38 12
38 23
38 24
38 48
39 3
39 4
39 17
39 24
39 25
40 1
40 45
40 75
41 1
41 45
41 75
42 1
42 45
42 75
43 3
43 45
44 2
44 3
44 4
44 10
44 13
44 16
44 18
45 2
45 3
45 4
45 24
46 2
46 3
46 4
46 10
46 13
46 16
46 18
47 2
47 3
47 4
47 10
47 13
47 16
47 18
48 2
48 3
48 4
48 17
49 3
49 42
49 45
50 3
50 4
51 35
52 3
52 4
52 21
52 24
53 2
53 4
53 17
53 23
53 24
54 2
55 3
55 4
55 24
55 45
56 2
56 7
56 14
56 18
57 2
57 7
57 23
57 24
58 2
58 3
58 4
58 17
58 20
59 1
59 45
59 75
60 2
60 3
60 4
60 9
60 24
60 35
61 2
61 3
61 4
61 9
61 24
61 35
62 1
62 45
62 75
63 2
63 3
63 4
63 24
64 30
64 35
64 45
65 3
65 4
65 35
65 45
66 3
66 4
66 5
66 23
67 1
67 2
67 3
67 17
67 19
67 21
67 23
67 24
68 3
68 4
69 3
69 4
70 1
70 35
71 4
72 3
72 45
73 2
73 3
73 4
73 11
73 17
73 19
74 2
74 3
74 4
74 6
75 2
75 4
75 8
75 10
75 11
75 17
75 22
75 23
75 24
76 3
76 4
76 5
76 23
77 2
77 3
77 35
77 70
78 1
78 27
78 30
78 31
78 35
78 38
78 39
78 40
78 41
78 42
78 49
78 55
78 56
78 59
78 61
78 62
78 63
78 64
78 66
78 68
78 70
78 75
78 76
78 77
